player_name,club,position,assists,corner_taken,offsides,dribbles,total_attempts,on_target,off_target,blocked,balls_recoverd,tackles_won,tackles_lost,clearance_attempted,fouls_committed,fouls_suffered,red,yellow,pass_attempted,pass_completed,cross_attempted,cross_complted,freekicks_taken,match_played,saved,conceded,saved_penalties,cleansheets,punches made,goals,goals_right_foot,goals_left_foot,goals_headers,goals_others,goals_inside_area,goals_outside_areas,penalties,minutes_played,match_played,distance_covered
Woltman,Liverpool,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4
Bradley,Liverpool,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4
L. Nielsen,Malmö FF,Defender,0,0,0,0,2,0,1,1,27,5,1,28,2,1,2,0,162,140,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,450,5,49.1
M. Olsson,Malmö FF,Defender,0,0,0,0,1,1,0,0,8,0,1,17,3,3,0,0,105,82,8,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,284,6,34.5
Larsson,Malmö FF,Defender,0,0,0,0,1,0,1,0,13,0,0,6,5,8,2,0,86,67,5,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,275,4,32
Ahmedhodžić,Malmö FF,Defender,0,0,0,0,0,0,0,0,32,3,3,24,6,0,1,1,225,191,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,413,5,46.3
Brorsson,Malmö FF,Defender,0,0,0,0,0,0,0,0,17,3,1,22,5,2,2,0,163,139,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,448,5,49.9
Moisander,Malmö FF,Defender,0,0,0,0,0,0,0,0,16,3,1,1,1,1,1,0,86,77,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,187,3,22
Eile,Malmö FF,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.8
Čolak,Malmö FF,Forward,0,0,0,0,7,1,5,1,4,0,2,2,11,7,1,0,76,59,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,500,6,63
Abubakari,Malmö FF,Forward,0,0,0,0,2,0,2,0,2,2,0,2,6,4,0,0,33,26,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,116,4,15.3
Dahlin,Malmö FF,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,98,52,0,0,13,4,19,8,1,0,3,0,0,0,0,0,0,0,0,315,4,14.2
Diawara,Malmö FF,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,48,0,0,4,0,13,6,0,0,1,0,0,0,0,0,0,0,0,225,3,11.1
Birmančević,Malmö FF,Midfielder,1,0,0,19,5,0,4,1,8,3,3,2,1,10,0,0,92,66,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,356,6,44.6
Christiansen,Malmö FF,Midfielder,0,0,0,0,5,1,3,1,13,0,2,4,3,3,1,0,193,163,12,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,328,4,41.9
Peña,Malmö FF,Midfielder,0,0,0,0,4,2,1,1,12,4,7,2,3,3,1,0,170,138,5,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,281,5,32.5
Rakip,Malmö FF,Midfielder,0,0,0,0,3,1,2,0,4,3,3,1,12,6,1,0,67,48,2,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,273,6,35.9
Rieks,Malmö FF,Midfielder,0,0,0,0,3,1,2,0,4,2,2,8,1,1,1,0,68,55,1,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0,222,3,27.8
Innocent,Malmö FF,Midfielder,0,0,0,0,1,0,1,0,23,2,12,5,11,7,1,0,225,202,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,496,6,60.1
Nanasi,Malmö FF,Midfielder,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2,12.4
Berget,Malmö FF,Midfielder,0,0,0,0,0,0,0,0,15,1,2,16,3,4,0,0,162,104,7,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,438,5,53
Lewicki,Malmö FF,Midfielder,0,0,0,0,0,0,0,0,6,1,0,2,0,0,0,0,62,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,2,14.6
Nalić,Malmö FF,Midfielder,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,5,13.6
João Cancelo,Manchester City,Defender,3,0,2,26,11,4,3,4,56,6,3,13,11,4,3,0,668,586,29,6,11,9,0,0,0,0,0,2,2,0,0,0,1,1,0,840,9,100.3
Zinchenko,Manchester City,Defender,1,1,0,3,6,0,2,4,31,2,4,8,5,3,2,0,356,314,13,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,501,8,64.4
Stones,Manchester City,Defender,0,0,0,0,6,1,4,1,33,1,0,8,3,3,1,0,545,523,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,637,8,73.2
Laporte,Manchester City,Defender,0,0,0,0,5,1,4,0,51,1,4,17,4,2,2,0,707,672,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,794,9,90.9
Aké,Manchester City,Defender,0,0,0,0,4,1,3,0,19,3,0,19,3,4,1,0,259,244,0,0,7,6,0,0,0,0,0,1,0,0,1,0,1,0,0,324,6,36.9
Rúben Dias,Manchester City,Defender,0,0,0,0,4,1,0,3,45,1,10,16,6,1,0,0,464,431,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,664,8,83.1
Walker,Manchester City,Defender,0,0,0,0,2,1,0,1,34,1,2,11,3,1,0,1,397,347,11,1,2,7,0,0,0,0,0,1,1,0,0,0,1,0,0,577,7,64.1
Egan-Riley,Manchester City,Defender,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,61,58,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,10.8
Mbete,Manchester City,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1.1
Sterling,Manchester City,Forward,2,0,6,14,17,6,9,2,7,0,3,0,14,10,1,0,206,185,8,1,1,12,0,0,0,0,0,3,2,1,0,0,2,1,0,581,12,71.1
Jesus,Manchester City,Forward,1,0,4,7,9,7,1,1,6,2,1,1,9,3,3,0,131,113,4,0,0,8,0,0,0,0,0,4,4,0,0,0,4,0,0,352,8,41.9
Ferran Torres,Manchester City,Forward,0,0,0,0,3,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,8.1
Delap,Manchester City,Forward,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1.2
Steffen,Manchester City,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,0,0,3,0,3,2,0,0,1,0,0,0,0,0,0,0,0,90,1,4
Ederson,Manchester City,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,277,0,0,21,0,14,14,0,4,1,0,0,0,0,0,0,0,0,1003,11,51.6
Carson,Manchester City,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17,1,1.1
De Bruyne,Manchester City,Midfielder,4,18,0,14,24,7,9,8,11,0,6,2,9,9,2,0,397,334,41,11,18,10,0,0,0,0,0,2,1,0,1,0,2,0,0,734,10,95.5
Bernardo Silva,Manchester City,Midfielder,3,2,3,18,7,4,2,1,25,4,5,5,10,6,0,0,462,427,17,4,5,11,0,0,0,0,0,3,0,3,0,0,3,0,0,878,11,120.3
Mahrez,Manchester City,Midfielder,2,30,5,28,37,18,8,11,20,1,5,3,6,20,1,0,482,414,49,12,11,12,0,0,0,0,0,7,1,4,2,0,7,0,2,986,12,120.1
Gündoğan,Manchester City,Midfielder,2,16,1,3,14,2,4,8,13,0,6,2,4,7,1,0,406,367,15,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,660,10,86.4
Foden,Manchester City,Midfielder,2,13,6,12,22,9,7,6,10,1,4,0,5,10,1,0,287,238,23,6,3,11,0,0,0,0,0,3,2,0,1,0,3,0,0,658,11,89.1
Fernandinho,Manchester City,Midfielder,2,0,0,1,4,0,2,2,17,4,5,1,1,12,1,0,291,254,5,2,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,347,8,44.7
Grealish,Manchester City,Midfielder,1,3,6,18,10,3,0,7,11,0,2,0,9,17,0,0,243,214,5,2,3,7,0,0,0,0,0,1,1,0,0,0,1,0,0,461,7,57.1
Rodri,Manchester City,Midfielder,0,0,0,0,6,0,1,5,52,10,4,5,19,4,2,0,806,760,1,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,842,10,114.6
Palmer,Manchester City,Midfielder,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,40,3,7
McAtee,Manchester City,Midfielder,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,6.2
Shaw,Manchester United,Defender,2,3,1,1,1,0,1,0,20,4,2,2,7,5,2,0,233,190,17,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,397,5,36.6
Maguire,Manchester United,Defender,0,0,0,0,4,2,1,1,30,1,4,17,6,7,0,0,346,311,2,0,16,6,0,0,0,0,0,1,1,0,0,0,1,0,0,534,6,49.3
Dalot,Manchester United,Defender,0,0,0,0,4,1,2,1,9,0,2,10,5,0,1,0,135,115,6,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,233,3,21
Varane,Manchester United,Defender,0,0,0,0,2,2,0,0,34,0,0,18,3,2,1,0,245,222,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,353,5,34.2
Alex Telles,Manchester United,Defender,0,0,0,0,1,1,0,0,13,0,3,4,2,6,2,0,179,164,33,7,12,4,0,0,0,0,0,1,0,1,0,0,0,1,0,293,4,33.5
Wan-Bissaka,Manchester United,Defender,0,0,0,0,1,0,0,1,28,7,5,12,4,2,0,1,254,218,9,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,419,6,45.9
Lindelöf,Manchester United,Defender,0,0,0,0,0,0,0,0,30,3,2,15,5,1,1,0,280,263,2,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,426,5,37.8
Bailly,Manchester United,Defender,0,0,0,0,0,0,0,0,11,1,1,11,2,2,0,0,107,98,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,180,2,18.8
Mengi,Manchester United,Defender,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,3.7
Greenwood,Manchester United,Forward,1,0,3,6,2,2,0,0,3,0,0,1,3,3,1,0,143,123,5,2,0,4,0,0,0,0,0,1,0,1,0,0,1,0,0,304,4,38.1
Ronaldo,Manchester United,Forward,0,0,0,0,22,12,8,2,5,1,2,6,4,11,1,0,204,179,5,3,4,7,0,0,0,0,0,6,5,0,1,0,4,2,0,611,7,59.2
Rashford,Manchester United,Forward,0,0,0,0,10,2,5,3,3,1,0,0,3,4,1,0,110,91,5,1,1,5,0,0,0,0,0,1,1,0,0,0,1,0,0,257,5,29.5
Elanga,Manchester United,Forward,0,0,0,0,4,3,1,0,3,0,0,1,3,2,0,0,47,31,1,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0,172,3,23
Cavani,Manchester United,Forward,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,75,4,11.7
Martial,Manchester United,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2,7.1
De Gea,Manchester United,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,121,0,0,9,0,19,9,0,1,0,0,0,0,0,0,0,0,0,630,7,26.4
Henderson,Manchester United,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,68,1,4.4
Heaton,Manchester United,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1.9
Bruno Fernandes,Manchester United,Midfielder,7,10,2,7,12,3,3,6,17,6,7,7,5,9,0,0,324,250,28,6,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,520,7,58.4
Lingard,Manchester United,Midfielder,1,0,0,2,2,2,0,0,1,0,0,2,0,0,0,0,49,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,4,14
Sancho,Manchester United,Midfielder,0,0,0,0,5,3,1,1,10,0,0,2,0,0,0,0,202,176,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,393,7,42
Fred,Manchester United,Midfielder,0,0,0,0,5,2,2,1,29,6,4,2,4,10,1,0,262,224,2,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,433,6,43.4
McTominay,Manchester United,Midfielder,0,0,0,0,4,1,2,1,28,2,5,4,7,4,1,0,217,197,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,400,5,53.8
Mata,Manchester United,Midfielder,0,0,0,0,2,1,1,0,4,1,0,0,0,0,0,0,55,47,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,3,13.2
Pogba,Manchester United,Midfielder,0,0,0,0,2,1,0,1,9,3,2,4,7,7,0,0,191,157,3,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,347,6,30.9
Diallo,Manchester United,Midfielder,0,0,0,0,2,1,0,1,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,8.3
Van de Beek,Manchester United,Midfielder,0,0,0,0,1,1,0,0,11,3,5,3,4,2,1,0,117,102,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,204,4,23.5
Matić,Manchester United,Midfielder,0,0,0,0,1,0,1,0,13,1,0,6,2,4,2,0,152,132,1,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,194,8,24.6
Shoretire,Manchester United,Midfielder,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,3.3
Savage,Manchester United,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Iqbal,Manchester United,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
T. Hernández,Milan,Defender,1,3,4,10,3,0,2,1,21,2,3,11,5,9,2,0,215,172,16,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,450,5,51.4
Kalulu,Milan,Defender,1,0,0,1,2,1,1,0,10,3,2,1,3,0,1,0,79,57,6,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,216,5,26.6
Tomori,Milan,Defender,0,0,0,0,3,2,1,0,30,3,7,22,7,4,2,0,194,169,0,0,3,5,0,0,0,0,0,1,1,0,0,0,1,0,0,418,5,45.4
Florenzi,Milan,Defender,0,0,0,0,3,0,3,0,4,0,0,6,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4,12.6
Kjær,Milan,Defender,0,0,0,0,2,1,1,0,16,2,2,18,2,1,0,0,134,119,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,270,3,28.6
Bakayoko,Milan,Defender,0,0,0,0,2,0,1,1,3,0,1,0,1,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,8.1
Romagnoli,Milan,Defender,0,0,0,0,1,0,1,0,32,7,3,18,4,0,0,0,221,192,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,392,5,44.7
Calabria,Milan,Defender,0,0,0,0,1,0,1,0,23,0,0,11,2,3,0,0,120,91,8,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,315,4,38.5
Ballo,Milan,Defender,0,0,0,0,0,0,0,0,7,1,1,1,2,2,0,0,31,27,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2,11.6
Rafael Leão,Milan,Forward,1,0,3,16,1,1,0,0,6,1,4,3,4,2,1,0,57,42,11,3,0,4,0,0,0,0,0,1,1,0,0,0,1,0,0,294,4,32.4
Giroud,Milan,Forward,0,0,0,0,5,3,2,0,4,1,1,3,5,2,2,0,48,36,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5,29
Ibrahimović,Milan,Forward,0,0,0,0,3,0,2,1,0,0,0,0,1,2,1,0,49,40,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,160,4,16.4
Rebić,Milan,Forward,0,0,0,0,2,2,0,0,1,0,2,4,2,0,1,0,21,13,2,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,117,2,13
Messias Junior,Milan,Forward,0,0,0,0,1,1,0,0,3,1,0,0,2,4,0,0,35,26,4,1,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,115,2,15.6
Maldini,Milan,Forward,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,4.2
Tătăruşanu,Milan,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,83,0,0,6,0,8,2,0,1,2,0,0,0,0,0,0,0,0,270,3,18.6
Maignan,Milan,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,83,0,0,11,0,14,7,1,0,1,0,0,0,0,0,0,0,0,270,3,18.3
Brahim Díaz,Milan,Midfielder,1,0,0,19,5,2,2,1,6,2,0,1,3,12,1,0,124,98,1,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0,351,5,43.9
Kessié,Milan,Midfielder,1,0,0,0,4,1,2,1,15,0,4,5,9,6,2,1,175,150,4,4,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,321,5,41.2
Saelemaekers,Milan,Midfielder,0,0,0,0,4,1,1,2,24,1,4,2,7,7,1,0,182,141,7,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,444,6,57.3
Bennacer,Milan,Midfielder,0,0,0,0,2,1,0,1,31,5,4,5,7,8,1,0,200,170,11,4,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,376,6,47.1
Krunić,Milan,Midfielder,0,0,0,0,2,0,2,0,11,2,1,1,3,8,0,0,90,77,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,252,4,30.6
Tonali,Milan,Midfielder,0,0,0,0,2,0,1,1,21,2,0,6,3,6,0,0,184,148,9,3,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,333,6,44.4
Marquinhos,Paris Saint-Germain,Defender,1,0,0,0,0,0,0,0,42,2,0,36,3,3,0,0,509,475,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,720,8,78.5
Nuno Mendes,Paris Saint-Germain,Defender,0,0,0,0,2,2,0,0,25,4,1,12,5,10,1,0,258,220,12,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,581,8,62.2
Hakimi,Paris Saint-Germain,Defender,0,0,0,0,1,0,1,0,36,1,6,11,3,7,2,0,417,378,10,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,718,8,85.3
Kimpembe,Paris Saint-Germain,Defender,0,0,0,0,0,0,0,0,26,4,5,32,8,6,3,0,376,352,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,630,7,64.4
Diallo,Paris Saint-Germain,Defender,0,0,0,0,0,0,0,0,15,0,1,10,4,0,0,0,117,103,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2,17.9
Kehrer,Paris Saint-Germain,Defender,0,0,0,0,0,0,0,0,5,0,1,2,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,8.3
Mbappé,Paris Saint-Germain,Forward,4,4,8,43,27,16,6,5,10,0,1,2,3,11,1,0,257,220,15,2,0,8,0,0,0,0,0,6,6,0,0,0,6,0,0,673,8,65.2
Di María,Paris Saint-Germain,Forward,1,8,1,3,8,2,4,2,12,4,2,2,4,2,0,0,154,135,7,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,260,5,32.1
Neymar,Paris Saint-Germain,Forward,1,7,1,27,10,1,5,4,11,1,2,0,4,20,1,0,259,223,5,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,468,6,55.6
Messi,Paris Saint-Germain,Forward,0,0,0,0,26,10,8,8,7,1,1,1,3,11,1,0,428,385,14,5,12,7,0,0,0,0,0,5,0,5,0,0,3,2,2,630,7,58.7
Draxler,Paris Saint-Germain,Forward,0,0,0,0,2,0,1,1,5,1,1,1,0,0,0,0,76,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,3,15.1
Icardi,Paris Saint-Germain,Forward,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,6.5
Navas,Paris Saint-Germain,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,86,0,0,9,0,11,5,0,0,3,0,0,0,0,0,0,0,0,270,3,13.7
Donnarumma,Paris Saint-Germain,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,128,0,0,13,0,18,6,1,2,9,0,0,0,0,0,0,0,0,450,5,27.5
Wijnaldum,Paris Saint-Germain,Midfielder,0,0,0,0,4,4,0,0,5,0,4,1,4,5,0,0,97,89,0,0,3,5,0,0,0,0,0,2,0,1,1,0,2,0,0,261,5,31.6
Gueye,Paris Saint-Germain,Midfielder,0,0,0,0,4,2,2,0,14,5,7,5,10,7,1,0,209,190,3,1,2,7,0,0,0,0,0,1,1,0,0,0,1,0,0,400,7,48.1
Herrera,Paris Saint-Germain,Midfielder,0,0,0,0,3,2,0,1,12,6,3,5,6,5,1,0,224,199,2,1,3,6,0,0,0,0,0,1,0,1,0,0,1,0,0,326,6,44.3
Danilo,Paris Saint-Germain,Midfielder,0,0,0,0,2,0,2,0,15,2,2,10,6,3,2,0,199,185,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,362,7,40.6
Paredes,Paris Saint-Germain,Midfielder,0,0,0,0,1,0,1,0,18,1,7,1,7,5,3,0,315,298,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,315,5,36.9
Dina Ebimbe,Paris Saint-Germain,Midfielder,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1.2
Verratti,Paris Saint-Germain,Midfielder,0,0,0,0,0,0,0,0,22,18,17,4,5,10,2,0,436,403,2,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,431,5,55.7
